Gender,CGPA,Internships,Projects,Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
Male,6.57,2,1,4,77.2,4.0,No,Yes,72.5,85.5,Yes
Male,7.93,1,0,1,50.8,4.9,No,No,78.5,66.0,No
Female,7.0,0,3,0,72.3,6.3,No,Yes,73.9,73.3,Yes
Female,6.74,2,3,1,72.3,3.3,Yes,Yes,84.0,74.7,Yes
Male,7.24,0,0,3,54.4,8.0,No,No,82.7,79.0,No
Male,5.45,2,2,4,71.4,8.4,No,No,81.7,65.2,Yes
Female,7.69,2,1,2,65.0,7.8,No,Yes,73.2,56.0,Yes
Female,7.58,0,2,1,42.0,6.9,No,Yes,87.2,91.7,Yes
Female,6.79,1,2,4,17.1,4.7,No,No,80.8,79.1,No
Female,8.21,2,3,2,95.7,7.0,No,No,71.1,63.5,Yes
Male,6.07,2,0,1,,8.6,Yes,Yes,76.2,55.1,Yes
Female,8.33,1,2,1,66.6,4.8,Yes,No,68.2,66.7,No
Female,7.35,2,1,0,49.6,10.0,Yes,Yes,79.6,75.6,Yes
Male,6.86,4,3,2,56.0,7.7,Yes,Yes,78.3,62.1,Yes
Female,7.18,0,2,0,97.5,4.9,No,Yes,74.1,75.1,Yes
Male,7.09,1,2,2,100.0,5.0,No,No,64.6,72.7,No
Female,8.42,2,3,3,37.2,5.7,Yes,No,80.8,74.1,No
Female,6.12,2,1,0,65.9,6.4,No,No,77.7,90.1,No
Female,6.44,2,1,0,93.0,5.9,No,No,61.9,85.0,Yes
Male,8.24,0,3,4,68.0,2.3,Yes,No,81.6,62.7,Yes
Male,6.6,0,2,0,75.3,4.5,Yes,No,72.4,60.5,Yes
Female,8.1,1,1,3,62.5,6.5,Yes,Yes,64.6,62.9,Yes
Male,8.9,1,2,0,72.7,6.8,No,Yes,80.3,65.8,No
Male,6.8,2,2,3,86.7,7.9,No,No,66.3,80.8,Yes
Male,7.88,1,3,2,72.8,5.5,Yes,Yes,58.8,69.1,Yes
Male,6.05,1,1,0,46.8,6.7,Yes,No,76.7,68.7,No
Male,7.95,4,3,0,55.5,6.5,No,Yes,67.1,85.9,Yes
Male,7.4,1,0,4,76.6,5.2,No,Yes,77.3,74.2,Yes
Female,7.67,0,2,3,64.0,7.4,Yes,Yes,89.6,77.2,Yes
Female,6.55,1,6,1,56.8,7.2,Yes,Yes,86.4,58.0,Yes
Male,5.54,1,1,4,48.6,10.0,Yes,Yes,71.9,71.5,Yes
Female,7.7,1,1,0,50.0,8.1,Yes,No,73.8,67.1,No
Female,5.14,1,1,0,54.3,4.2,No,Yes,56.1,59.4,No
Female,6.88,0,2,3,71.9,7.9,No,Yes,65.0,69.0,Yes
Female,8.14,2,3,0,57.2,4.4,Yes,No,85.5,64.7,Yes
Male,7.39,0,0,0,67.7,8.7,Yes,Yes,86.0,78.4,Yes
Female,9.15,1,2,4,67.4,6.1,Yes,Yes,94.1,71.8,No
Female,8.23,2,2,4,76.5,7.0,No,Yes,66.9,71.4,Yes
Male,6.55,1,2,2,52.7,8.5,No,Yes,73.9,57.0,No
Male,7.23,3,3,0,89.2,7.2,Yes,No,63.2,80.4,No
Female,7.15,1,2,1,38.6,7.7,No,No,75.2,54.9,No
Female,5.62,2,3,1,60.1,5.5,No,Yes,87.3,65.8,Yes
Female,6.26,1,2,1,58.6,5.1,No,Yes,81.0,68.9,No
Female,6.64,3,3,3,53.2,6.5,No,No,70.0,76.7,No
Female,5.16,2,2,2,31.9,7.5,No,Yes,74.9,68.9,No
Female,7.25,3,2,0,83.2,6.3,Yes,Yes,61.0,62.8,Yes
Male,6.95,1,4,3,77.4,9.0,Yes,Yes,66.7,80.9,Yes
Female,5.53,1,2,2,72.5,7.4,No,No,79.1,54.8,No
Female,7.6,4,0,2,54.1,6.0,Yes,No,88.5,78.9,Yes
Male,7.92,0,2,5,57.4,6.3,Yes,Yes,75.3,76.8,Yes
Male,7.43,1,3,1,60.0,5.7,Yes,No,92.6,69.8,Yes
Male,6.88,1,2,2,61.4,7.2,Yes,Yes,89.2,72.4,Yes
Male,7.79,2,2,1,76.9,5.9,No,No,84.1,67.8,Yes
Female,7.88,0,1,3,57.6,6.8,No,No,75.7,62.0,Yes
Female,7.51,1,4,2,52.1,8.8,Yes,Yes,74.4,59.9,Yes
Female,6.38,1,1,3,67.2,7.2,Yes,No,63.6,61.3,No
Female,7.48,2,1,0,65.6,6.4,Yes,Yes,72.2,59.3,Yes
Female,8.4,3,0,0,72.6,6.2,No,Yes,55.5,81.4,Yes
Female,6.6,0,1,1,85.8,8.5,No,Yes,66.3,78.6,No
Male,9.3,0,0,1,58.9,7.1,No,Yes,78.2,69.4,No
Female,6.67,1,3,0,79.0,7.6,Yes,Yes,75.5,48.1,Yes
Male,7.23,2,6,1,67.1,5.6,No,Yes,91.5,65.8,Yes
Male,6.53,0,0,1,80.4,4.5,No,Yes,60.7,77.9,Yes
Female,7.42,1,2,1,83.5,8.4,No,No,94.6,71.9,No
Male,5.46,1,2,0,53.6,8.1,No,Yes,77.6,62.4,No
Female,6.65,0,6,2,94.7,4.9,Yes,No,81.6,67.9,Yes
Male,6.11,1,4,0,67.7,7.8,No,Yes,90.6,79.7,Yes
Female,7.34,2,0,2,47.8,8.6,Yes,Yes,81.6,91.4,Yes
Male,8.19,3,2,1,47.9,5.9,No,No,46.8,82.9,No
Female,7.85,1,0,2,87.1,6.4,Yes,Yes,95.6,68.8,Yes
Female,4.83,2,3,1,84.7,9.4,No,Yes,70.0,61.6,No
Female,9.24,2,2,0,81.4,8.4,No,No,69.6,65.7,Yes
Female,7.5,2,2,2,56.9,5.4,Yes,No,84.0,84.4,Yes
Female,6.42,3,2,1,59.4,5.5,No,Yes,65.8,70.6,Yes
Male,7.36,0,3,3,41.4,6.2,Yes,Yes,79.5,48.0,Yes
Male,7.38,3,5,2,60.6,6.9,Yes,No,54.1,52.4,No
Male,6.53,2,3,2,67.6,7.3,Yes,No,74.2,61.7,No
Female,7.4,2,4,1,87.5,,No,No,78.9,43.0,Yes
Male,6.59,4,2,1,60.9,5.6,No,Yes,66.7,80.7,No
Female,6.8,2,2,2,60.0,3.7,Yes,Yes,65.6,94.7,Yes
Female,6.51,0,2,2,69.3,7.6,No,Yes,84.7,81.2,Yes
Male,5.77,1,2,3,77.8,6.6,Yes,Yes,74.8,82.1,No
Male,7.35,1,1,0,88.3,6.2,Yes,No,67.9,81.5,Yes
Female,7.79,0,2,1,54.5,5.9,No,No,80.4,59.6,Yes
Male,7.71,5,4,5,62.4,6.3,No,No,66.1,70.2,Yes
Female,8.02,2,2,0,67.1,7.1,Yes,Yes,56.5,72.3,Yes
Female,7.52,2,0,1,61.0,4.7,No,Yes,58.5,89.3,Yes
Female,6.67,0,0,1,55.7,5.4,No,No,74.4,65.1,No
Female,8.04,5,2,3,61.1,5.0,Yes,Yes,71.9,78.9,Yes
Female,5.84,3,1,1,46.7,2.6,Yes,Yes,71.8,64.5,Yes
Male,6.3,4,0,1,55.9,9.2,No,No,78.4,60.0,No
Male,6.24,0,2,1,46.5,7.5,No,No,54.5,60.7,No
Female,8.28,2,2,1,65.2,5.3,No,No,80.3,55.4,No
Female,8.14,0,2,0,59.1,6.9,Yes,Yes,67.5,70.8,Yes
Male,7.69,0,5,3,56.8,4.8,No,Yes,75.5,79.7,Yes
Male,8.27,1,3,3,65.2,7.3,Yes,No,82.4,97.5,Yes
Female,6.32,1,1,2,27.9,10.0,No,Yes,89.2,79.5,Yes
Male,7.55,2,2,1,60.2,7.9,No,No,65.4,63.6,No
Female,7.07,1,1,1,67.9,3.5,No,No,84.4,82.5,No
Male,8.05,2,1,2,79.6,4.2,No,Yes,80.7,80.3,Yes
Female,7.08,0,2,0,74.1,4.3,Yes,Yes,73.0,70.4,Yes
Male,6.82,1,1,4,84.1,5.9,Yes,Yes,80.4,61.6,Yes
Female,7.74,1,3,3,43.5,6.4,No,Yes,70.0,54.7,Yes
Male,8.08,1,1,0,80.7,8.6,No,Yes,64.1,63.7,Yes
Male,6.53,1,1,0,69.5,4.5,No,Yes,85.8,72.9,Yes
Female,7.14,3,2,1,56.9,6.5,No,Yes,72.6,85.9,No
Male,6.14,3,4,0,66.6,2.5,No,No,92.6,63.9,Yes
Female,4.7,2,1,1,100.0,5.0,No,No,90.2,73.3,No
Male,7.4,0,3,1,67.2,4.5,Yes,Yes,62.5,77.2,Yes
Female,7.81,5,2,1,66.2,3.3,No,Yes,91.5,65.1,Yes
Male,7.46,0,2,1,77.9,7.6,No,No,73.5,59.5,No
Female,5.25,0,4,0,61.7,5.5,No,Yes,79.7,71.8,No
Male,6.85,0,4,2,53.1,6.8,No,Yes,78.6,61.3,No
Female,4.98,0,2,1,86.1,4.4,No,No,65.2,56.6,No
Male,8.57,3,0,0,43.4,8.3,Yes,Yes,71.1,87.2,Yes
Female,6.11,3,2,2,65.6,5.1,Yes,No,87.0,66.0,No
Female,8.46,0,2,1,64.0,8.2,No,Yes,78.0,76.8,Yes
Female,8.15,2,2,2,52.5,8.1,No,Yes,62.2,74.7,Yes
Male,6.3,1,1,2,45.2,6.9,Yes,Yes,84.6,59.7,Yes
Female,6.07,1,0,3,63.1,7.0,Yes,No,63.0,74.5,Yes
Male,7.55,1,1,1,70.5,5.0,No,Yes,84.5,75.2,Yes
Female,6.36,1,2,4,80.7,4.1,Yes,No,90.4,73.4,No
Male,7.3,1,3,1,53.4,,Yes,No,64.7,72.2,No
Female,6.72,1,2,1,53.2,6.8,No,Yes,86.2,77.2,No
Male,5.42,0,0,1,87.9,5.9,Yes,Yes,84.7,76.5,No
Male,4.97,1,1,3,58.0,5.3,No,Yes,92.8,78.1,No
Female,7.43,0,3,2,60.0,5.2,Yes,No,63.0,59.9,Yes
Male,6.64,0,1,6,83.3,4.3,No,Yes,61.9,54.6,No
Male,6.65,2,3,1,40.3,7.9,Yes,No,68.8,66.5,No
Female,7.9,0,0,2,47.0,5.5,No,No,63.6,70.9,No
Male,8.37,1,3,1,85.9,5.1,No,Yes,100.0,79.9,Yes
Male,6.93,3,1,3,56.0,7.4,No,Yes,75.6,91.6,No
Male,6.86,3,3,2,57.0,5.7,Yes,No,75.9,64.4,No
Female,7.7,2,3,2,58.3,5.6,No,Yes,91.4,83.7,Yes
Male,5.84,1,2,2,60.2,8.2,No,Yes,69.3,72.7,No
Female,,3,1,3,58.1,4.8,No,No,79.7,65.7,No
Male,7.75,0,1,1,67.1,4.9,No,Yes,59.4,75.9,Yes
Male,7.88,0,2,1,83.8,3.7,Yes,No,71.9,75.7,No
Male,5.26,3,2,0,52.9,6.5,Yes,Yes,92.4,74.7,Yes
Female,6.44,3,4,3,56.1,5.6,No,Yes,88.1,85.8,Yes
Male,6.32,3,1,0,65.5,9.3,Yes,Yes,79.8,66.2,Yes
Male,7.3,5,0,1,88.6,5.6,Yes,Yes,73.5,75.6,Yes
Female,7.68,2,3,1,60.6,7.5,No,No,75.7,54.6,Yes
Male,8.7,0,1,2,51.5,5.2,Yes,No,79.5,56.7,No
Female,6.71,2,6,2,34.7,7.7,No,No,56.1,71.0,No
Female,6.7,0,1,2,53.6,8.7,Yes,Yes,91.7,64.0,No
Male,8.35,3,2,1,52.0,5.7,No,No,59.4,84.4,No
Female,7.5,0,6,1,47.1,6.2,No,Yes,63.3,80.2,Yes
Male,8.47,1,4,4,66.1,6.2,Yes,No,55.0,76.6,Yes
Female,7.49,0,1,0,61.1,6.9,Yes,Yes,82.0,70.7,Yes
Female,,0,1,1,86.4,8.0,No,Yes,94.6,61.7,No
Male,5.87,0,1,2,68.2,5.6,Yes,Yes,62.1,42.1,Yes
Female,5.65,0,0,1,80.1,8.1,No,Yes,69.1,63.8,Yes
Female,,1,1,0,62.4,6.8,No,Yes,69.5,75.5,Yes
Female,8.39,2,1,3,51.8,8.9,Yes,No,67.3,60.5,Yes
Female,9.05,4,7,2,74.3,7.0,Yes,Yes,73.5,86.2,Yes
Female,8.04,2,0,3,48.1,4.4,Yes,No,73.3,73.1,No
Male,8.36,3,2,2,82.4,7.6,Yes,Yes,83.8,78.7,Yes
Female,6.62,2,4,0,53.8,6.5,No,Yes,74.8,86.1,No
Male,6.04,4,2,0,76.1,6.1,Yes,No,60.5,62.2,Yes
Female,8.05,4,3,0,70.6,7.3,Yes,No,88.1,69.2,Yes
Male,7.62,1,0,2,50.4,5.3,No,Yes,89.2,78.2,Yes
Male,7.31,0,0,0,83.2,6.2,No,No,69.6,56.6,No
Female,7.59,1,4,0,93.8,5.7,No,Yes,83.9,75.6,Yes
Female,7.52,1,2,2,53.8,7.5,Yes,Yes,86.7,83.9,Yes
Female,8.48,2,2,1,55.2,6.0,Yes,No,74.5,77.8,Yes
Male,8.49,0,0,0,66.0,6.7,No,No,70.5,74.8,No
Female,7.74,1,2,0,78.0,6.7,Yes,Yes,90.2,57.6,Yes
Male,8.05,0,4,0,83.4,7.2,No,No,74.4,70.9,No
Male,7.71,1,1,0,59.6,5.8,No,Yes,86.8,58.8,No
Male,6.74,0,5,2,67.1,8.3,Yes,No,99.6,71.2,Yes
Female,7.96,1,3,1,59.7,8.1,No,Yes,83.7,72.3,Yes
Female,5.81,1,3,0,58.8,9.3,No,No,60.6,64.3,No
Male,8.25,1,1,0,57.0,5.1,No,Yes,66.4,85.0,Yes
Male,6.01,0,4,0,44.5,6.8,No,Yes,66.0,58.1,Yes
Female,7.49,2,1,1,77.9,4.1,Yes,No,79.7,96.2,Yes
Male,6.35,1,7,1,66.5,4.8,Yes,Yes,54.9,79.2,Yes
Female,7.75,0,3,2,87.9,7.6,Yes,No,75.1,80.3,Yes
Male,7.17,0,1,2,77.4,6.3,Yes,Yes,67.8,72.8,Yes
Female,5.61,1,1,3,59.0,5.1,No,Yes,52.6,55.9,Yes
Male,7.62,1,2,3,47.9,7.7,No,No,74.5,65.1,No
Female,6.62,1,0,3,93.0,7.0,Yes,Yes,60.6,68.4,Yes
Male,8.08,2,1,2,39.5,2.9,Yes,Yes,66.2,70.0,No
Female,7.2,1,1,2,59.9,8.2,No,No,82.8,64.6,No
Female,7.6,1,0,1,60.1,6.6,No,No,72.9,88.1,Yes
Male,6.24,0,2,0,55.3,5.7,No,No,86.3,62.1,No
Male,6.61,2,1,1,52.2,4.5,No,Yes,83.3,68.8,No
Female,6.74,0,2,2,46.7,7.2,Yes,Yes,86.4,61.8,Yes
Male,8.06,1,1,2,54.1,5.8,No,Yes,87.6,69.9,No
Female,8.88,2,1,1,64.2,6.3,No,Yes,71.3,52.2,No
Male,6.39,0,1,2,69.6,6.6,No,No,72.4,66.7,No
Female,8.28,2,2,1,57.1,7.3,No,No,64.7,82.3,Yes
Female,5.03,1,2,0,57.0,6.9,No,Yes,78.6,72.8,No
Female,6.01,1,0,1,49.4,8.8,No,No,75.8,56.7,No
Female,6.24,3,1,2,67.5,3.8,No,Yes,64.1,74.5,No
Female,5.85,1,1,3,65.7,5.6,No,Yes,76.1,76.8,No
Female,5.62,2,2,3,70.7,8.1,Yes,Yes,84.3,74.6,Yes
Male,,0,0,1,56.9,9.6,No,Yes,71.5,75.2,No
Male,6.99,1,2,1,51.3,8.2,Yes,No,76.2,87.3,No
Male,7.58,0,2,3,64.7,7.3,No,Yes,78.5,83.7,No
Female,7.89,1,5,1,72.8,7.8,No,Yes,80.5,64.4,Yes
Female,7.47,1,2,0,51.7,7.8,Yes,Yes,80.7,66.1,Yes
Female,7.86,1,2,4,55.6,5.6,No,Yes,71.2,63.8,Yes
Female,7.13,3,0,0,46.6,7.4,No,No,52.7,73.4,Yes
Male,6.01,3,0,5,47.4,5.1,No,Yes,68.7,78.3,Yes
Male,8.26,2,0,1,56.8,6.7,No,Yes,70.3,57.6,No
Female,6.61,2,2,3,52.4,5.8,No,No,88.5,74.4,No
Male,6.26,1,1,0,77.0,7.2,Yes,Yes,63.5,64.4,Yes
Male,7.02,2,2,0,65.4,5.7,No,Yes,89.8,60.8,Yes
Female,6.29,1,1,2,84.0,,No,Yes,80.5,73.0,No
Male,6.78,2,4,1,84.1,5.0,No,Yes,83.0,90.5,Yes
Female,7.54,3,2,2,65.2,5.9,No,No,67.9,71.9,No
Male,7.55,2,0,1,34.9,8.2,No,No,64.6,81.8,No
Female,6.3,1,2,2,71.0,3.7,Yes,Yes,91.6,73.7,Yes
Female,6.71,1,1,0,82.2,6.6,Yes,No,65.3,70.5,No
Female,8.27,0,0,2,74.5,8.6,No,No,65.6,76.8,No
Female,7.7,0,5,1,70.2,7.8,No,No,61.5,66.0,Yes
Male,,1,5,4,61.3,6.6,Yes,No,61.2,56.9,No
Female,8.38,1,4,2,47.3,7.6,No,No,76.4,58.6,Yes
Female,8.34,2,4,1,74.4,5.4,Yes,No,88.4,70.3,No
Female,5.81,3,3,1,62.1,7.6,No,No,76.7,75.5,Yes
Male,7.96,0,2,1,69.7,8.3,Yes,Yes,80.3,74.0,Yes
Female,7.15,2,3,1,56.2,6.9,No,No,83.5,65.3,No
Male,6.65,1,1,0,95.0,8.0,No,No,50.9,71.6,Yes
Female,7.37,2,2,1,68.6,5.0,No,No,77.1,66.4,Yes
Male,8.15,1,3,2,59.3,4.8,Yes,No,79.3,59.1,No
Male,7.7,1,1,1,48.0,7.7,Yes,Yes,61.8,53.5,Yes
Female,6.32,3,1,3,44.0,10.0,No,Yes,81.9,68.3,No
Male,7.94,0,4,1,74.3,6.6,Yes,Yes,69.9,79.5,Yes
Female,6.56,0,1,2,56.3,7.8,No,Yes,73.3,70.9,No
Female,7.42,2,1,0,58.3,2.1,Yes,Yes,93.8,57.3,No
Female,6.9,0,1,1,56.9,7.4,No,Yes,85.2,82.7,Yes
Male,6.98,0,2,1,48.6,5.8,Yes,No,81.1,64.1,No
Male,7.97,0,2,1,60.6,9.5,No,No,79.3,48.3,No
Female,6.16,2,2,0,65.8,7.7,No,Yes,66.2,70.5,No
Female,9.15,1,0,5,49.9,6.6,No,No,69.5,82.6,Yes
Male,5.38,0,2,1,70.0,5.7,No,Yes,76.1,73.3,No
Female,6.6,2,2,2,46.6,8.4,Yes,Yes,64.8,60.7,No
Female,7.57,0,4,4,58.4,8.5,Yes,Yes,66.8,61.6,Yes
Female,7.78,0,0,2,70.5,5.3,Yes,No,68.7,82.7,Yes
Male,7.1,0,2,2,64.8,8.3,Yes,No,96.1,65.2,Yes
Male,7.14,0,0,1,40.4,8.0,No,No,86.8,58.4,No
Male,7.61,0,2,1,23.2,6.9,No,No,75.8,59.9,No
Female,6.97,1,2,1,73.5,7.7,No,Yes,63.6,68.0,Yes
Female,8.59,0,3,3,75.4,7.4,Yes,No,75.8,84.6,Yes
Female,8.04,3,2,2,71.6,4.9,No,No,73.9,78.3,No
Male,8.07,1,3,3,61.6,7.0,No,No,92.3,72.7,No
Female,6.23,1,2,3,61.3,,No,Yes,90.5,96.0,Yes
Female,7.12,0,2,4,63.4,4.9,No,Yes,65.8,77.0,Yes
Female,6.9,3,3,1,73.8,5.3,Yes,No,82.0,99.1,Yes
Female,6.19,1,4,2,63.0,4.0,No,Yes,69.2,67.3,Yes
Male,7.56,3,0,1,70.6,3.9,Yes,Yes,65.4,71.6,Yes
Male,6.66,1,5,1,84.7,5.6,Yes,No,87.3,64.1,No
Female,7.86,0,5,1,50.5,8.2,No,Yes,78.0,72.8,Yes
Male,6.13,1,2,2,62.2,4.6,No,No,100.0,69.6,No
Male,8.92,0,1,3,52.1,4.7,No,Yes,72.3,100.0,No
Female,6.3,0,0,1,59.1,9.4,No,No,65.7,69.3,No
Female,7.42,1,1,1,63.5,5.1,Yes,No,67.7,82.9,Yes
Male,7.99,1,3,0,51.8,6.5,No,Yes,75.6,71.4,No
Female,6.63,0,1,2,40.6,7.3,No,No,63.5,78.1,No
Male,8.05,4,2,2,45.4,6.2,No,Yes,70.8,75.1,Yes
Female,5.97,0,0,0,71.7,6.4,No,Yes,63.3,76.2,No
Male,8.65,0,1,4,55.0,5.3,No,No,67.9,71.8,No
Female,7.21,4,6,0,61.7,5.5,No,No,68.1,54.8,Yes
Male,6.6,0,2,2,65.7,,Yes,Yes,79.8,80.8,Yes
Male,6.9,0,4,1,78.6,4.7,Yes,Yes,71.9,53.0,Yes
Male,8.01,0,2,1,60.7,8.6,No,No,72.6,86.3,No
Female,6.62,0,0,2,68.7,3.8,Yes,No,69.3,77.1,No
Male,6.45,1,1,1,48.0,6.8,No,No,59.7,74.6,No
Male,6.98,0,1,1,62.6,4.9,Yes,Yes,67.7,72.2,Yes
Female,6.02,1,5,2,50.3,7.2,No,No,90.0,84.9,No
Female,9.02,1,1,3,62.9,5.0,Yes,Yes,61.1,85.2,Yes
Male,6.63,2,1,2,66.9,7.4,No,No,71.3,56.6,No
Male,8.03,0,1,0,61.5,7.7,Yes,No,65.5,48.4,Yes
Female,7.41,3,2,2,58.7,7.9,No,Yes,79.2,77.8,Yes
Female,6.22,3,1,4,69.0,5.8,Yes,Yes,68.4,71.9,Yes
Female,7.19,3,2,0,59.0,8.8,No,No,76.7,65.8,No
Female,7.98,1,1,2,58.8,6.6,No,Yes,86.0,73.1,Yes
Female,7.01,0,2,3,49.2,6.4,Yes,No,74.1,62.0,No
Male,8.39,1,4,1,72.6,7.3,No,No,68.2,76.9,Yes
Female,8.22,2,0,1,64.4,4.0,Yes,No,88.4,63.6,Yes
Male,8.12,2,1,1,57.8,6.2,No,Yes,71.4,70.3,No
Male,6.74,1,1,1,49.4,7.0,No,Yes,80.8,76.7,No
Male,6.12,1,3,1,100.0,,No,Yes,69.8,65.7,No
Female,6.59,1,3,2,19.8,6.4,No,No,81.5,67.3,No
Male,7.4,3,4,0,53.6,9.0,Yes,Yes,82.1,70.6,Yes
Male,7.75,1,2,2,57.8,5.3,No,No,91.5,74.6,No
Female,5.03,1,3,2,78.8,7.7,Yes,Yes,71.3,85.5,Yes
Male,7.19,0,3,4,60.3,5.6,Yes,No,85.8,67.5,Yes
Male,7.36,0,0,1,67.7,6.6,Yes,Yes,82.1,79.2,Yes
Female,6.92,2,2,1,58.4,7.3,No,Yes,73.1,77.5,Yes
Male,8.49,0,1,0,92.7,7.7,Yes,No,65.1,74.7,Yes
Male,7.62,0,2,1,70.9,7.1,Yes,Yes,59.0,80.6,Yes
Male,8.51,4,1,2,55.2,7.6,No,Yes,72.8,87.4,No
Female,6.98,1,2,1,75.6,6.2,Yes,No,69.7,72.7,Yes
Female,8.14,0,1,2,61.3,5.9,Yes,Yes,75.9,78.8,Yes
Female,8.84,1,0,1,92.4,8.1,No,No,68.1,66.3,Yes
Male,8.51,1,4,3,85.3,3.7,No,Yes,81.7,68.4,Yes
Male,6.11,1,2,2,69.4,5.9,No,No,72.5,61.7,No
Female,6.95,0,3,1,61.4,6.1,No,Yes,76.4,68.9,No
Male,6.85,5,0,2,55.5,6.8,No,No,59.7,74.7,No
Male,7.69,0,3,0,78.2,7.9,Yes,No,74.8,71.9,Yes
Female,7.89,0,3,0,86.8,6.8,Yes,Yes,84.1,69.6,Yes
Female,6.36,0,1,0,60.6,6.2,Yes,Yes,72.4,69.5,No
Male,7.27,1,1,1,71.7,7.8,No,Yes,58.0,70.7,No
Male,5.18,3,2,3,72.6,6.9,No,No,71.0,70.7,Yes
Male,8.64,0,3,0,78.4,6.7,No,No,84.7,87.5,Yes
Female,6.69,1,0,0,53.3,8.9,No,No,60.8,71.6,No
Female,7.26,0,2,2,71.7,8.0,Yes,No,47.9,61.7,No
Female,6.89,0,1,0,98.7,10.0,Yes,Yes,74.3,90.5,Yes
Female,8.35,0,1,0,66.4,3.6,No,Yes,61.0,71.5,Yes
Male,4.36,0,0,1,71.8,8.4,No,Yes,57.7,70.3,No
Female,7.18,1,2,1,70.7,8.7,No,Yes,73.9,62.9,Yes
Female,7.09,1,2,1,73.3,,Yes,Yes,90.3,64.3,Yes
Female,6.75,2,4,2,47.6,6.3,Yes,Yes,69.1,87.9,Yes
Female,8.93,1,1,2,95.7,6.6,No,Yes,58.6,62.9,Yes
Female,6.31,3,2,3,66.5,5.8,Yes,Yes,51.2,64.4,Yes
Male,7.97,1,1,1,73.2,6.0,Yes,Yes,76.9,78.0,Yes
Male,7.56,1,1,3,66.3,10.0,Yes,No,77.1,56.5,Yes
Female,8.46,0,1,0,79.2,6.5,No,Yes,73.4,82.1,No
Male,6.53,3,0,1,57.5,7.4,No,No,84.4,78.1,Yes
Female,6.47,5,3,0,45.4,7.1,No,Yes,83.2,70.6,No
Female,8.3,0,1,1,63.2,6.6,No,No,63.6,75.9,No
Male,7.63,3,2,2,72.2,4.8,No,Yes,86.0,87.7,Yes
Male,5.66,0,2,1,59.8,7.9,Yes,No,75.8,80.0,No
Female,6.66,2,1,2,54.9,6.4,Yes,Yes,71.1,80.8,Yes
Female,7.59,1,2,4,70.2,4.2,Yes,Yes,62.9,77.3,Yes
Female,8.04,0,4,1,51.1,6.7,No,Yes,65.8,70.0,Yes
Male,6.52,0,1,5,79.7,7.0,No,Yes,63.9,70.9,No
Female,4.29,1,0,5,60.3,8.2,Yes,No,88.7,74.1,No
Female,7.72,0,2,2,72.5,4.5,Yes,No,70.6,78.3,Yes
Female,5.98,4,2,0,47.6,6.3,Yes,Yes,75.5,67.8,Yes
Male,5.18,1,2,1,85.3,5.5,Yes,No,53.6,77.2,No
Female,4.37,2,1,2,72.0,5.3,Yes,Yes,62.8,69.6,Yes
Female,8.01,1,0,1,74.2,6.8,No,No,67.4,74.4,No
Male,7.33,2,5,2,45.6,5.8,No,No,94.6,72.8,Yes
Female,6.97,0,0,0,53.8,7.3,Yes,Yes,71.9,75.9,No
Female,8.59,0,2,2,68.0,5.2,Yes,Yes,71.6,75.6,Yes
Male,7.84,3,1,0,48.8,6.3,No,Yes,61.1,72.0,No
Female,8.82,0,3,0,55.6,,No,No,68.5,63.8,No
Male,5.81,1,2,1,76.3,7.1,Yes,Yes,68.6,85.7,Yes
Male,7.17,0,2,1,55.9,6.8,No,No,85.9,67.5,No
Female,5.58,1,3,0,70.6,6.4,No,Yes,51.5,83.7,No
Female,6.97,0,2,2,52.6,5.6,No,Yes,57.6,60.2,No
Female,6.95,1,0,0,74.0,8.9,No,Yes,76.8,61.0,No
Female,7.83,2,5,0,48.2,6.8,Yes,Yes,82.5,83.0,Yes
Male,7.25,0,6,3,73.9,4.8,Yes,No,65.2,89.5,Yes
Female,7.82,3,2,3,97.5,3.6,Yes,Yes,86.4,77.8,Yes
Male,7.9,4,4,2,57.0,8.3,Yes,Yes,73.5,57.9,Yes
Female,9.35,0,7,4,55.1,4.6,No,Yes,63.4,83.4,Yes
Female,6.88,3,0,1,82.1,6.8,Yes,Yes,62.0,62.7,Yes
Female,6.26,1,3,1,66.0,4.7,No,Yes,77.4,61.0,Yes
Male,7.45,0,1,2,47.5,6.7,No,No,80.1,73.5,No
Female,6.4,2,1,3,70.1,7.0,Yes,No,50.1,67.0,Yes
Female,8.68,0,2,0,68.2,7.7,Yes,No,68.6,80.1,Yes
Female,6.92,0,3,5,55.5,6.4,No,Yes,58.7,77.1,Yes
Female,6.63,2,1,0,54.9,6.4,Yes,Yes,74.6,68.6,Yes
Male,6.73,0,2,0,78.0,4.9,Yes,Yes,73.2,78.4,No
Female,7.92,2,1,0,50.2,6.1,Yes,No,71.0,94.3,Yes
Male,7.04,3,2,0,44.4,6.6,No,Yes,97.5,69.2,No
Male,6.56,1,0,2,53.4,6.6,Yes,Yes,89.6,75.5,No
Male,8.87,0,2,2,78.0,6.2,No,Yes,78.5,78.1,Yes
Male,6.34,1,0,0,61.1,4.9,No,Yes,65.1,77.7,No
Male,7.24,2,5,2,56.5,4.6,No,No,66.1,93.0,Yes
Male,7.85,1,3,1,64.0,8.8,No,Yes,87.2,83.6,Yes
